NEIGHBORHOOD,Under_18_Crime_Count_unit,Over_18_Crime_Count_unit,Total_Crime_Count_unit,Under_18_Percent_Local_unit,Over_18_Percent_Local_unit,Under_18_Percent_Global_unit,Over_18_Percent_Global_unit,Park_Count_unit,Non_Park_Count_unit,Park_Global_Percent_unit,Other_Global_Percent_unit,Total_Facilities_unit,Activity_Count_unit,Cabin_Count_unit,Community_Count_unit,Concession_Count_unit,Dugout_Count_unit,Firehouse_Count_unit,Medic Station_Count_unit,OFFICE_Count_unit,Office_Count_unit,POLICE_Count_unit,Police_Count_unit,Pool_Count_unit,Pool Closed_Count_unit,Pool/Rec_Count_unit,Rec Center_Count_unit,Recycling_Count_unit,Restrooms_Count_unit,SERVICE_Count_unit,STORAGE_Count_unit,Salt Dome_Count_unit,Senior_Count_unit,Service_Count_unit,Shelter_Count_unit,Storage_Count_unit,TRAINING_Count_unit,Training_Count_unit,Utility_Count_unit,Vacant_Count_unit,Activity_Percent_unit,Cabin_Percent_unit,Community_Percent_unit,Concession_Percent_unit,Dugout_Percent_unit,Firehouse_Percent_unit,Medic Station_Percent_unit,OFFICE_Percent_unit,Office_Percent_unit,POLICE_Percent_unit,Police_Percent_unit,Pool_Percent_unit,Pool Closed_Percent_unit,Pool/Rec_Percent_unit,Rec Center_Percent_unit,Recycling_Percent_unit,Restrooms_Percent_unit,SERVICE_Percent_unit,STORAGE_Percent_unit,Salt Dome_Percent_unit,Senior_Percent_unit,Service_Percent_unit,Shelter_Percent_unit,Storage_Percent_unit,TRAINING_Percent_unit,Training_Percent_unit,Utility_Percent_unit,Vacant_Percent_unit,Total_Length_With_Steps_unit,Total_Steps_unit,Length_per_Step_unit,Zero_Steps_Total_Length_unit,tree_count_unit,Under_18_Count_unit_unit,Over_18_Count_unit_unit,Total_Count_unit_unit,Under_18_Percent_Local_unit_unit,Over_18_Percent_Local_unit_unit,Under_18_Percent_Global_unit_unit,Over_18_Percent_Global_unit_unit,Park_Count_unit_unit,Non_Park_Count_unit_unit,Park_Global_Percent_unit_unit,Other_Global_Percent_unit_unit,Total_Facilities_unit_unit,Activity_Count_unit_unit,Cabin_Count_unit_unit,Community_Count_unit_unit,Concession_Count_unit_unit,Dugout_Count_unit_unit,Firehouse_Count_unit_unit,Medic Station_Count_unit_unit,OFFICE_Count_unit_unit,Office_Count_unit_unit,POLICE_Count_unit_unit,Police_Count_unit_unit,Pool_Count_unit_unit,Pool Closed_Count_unit_unit,Pool/Rec_Count_unit_unit,Rec Center_Count_unit_unit,Recycling_Count_unit_unit,Restrooms_Count_unit_unit,SERVICE_Count_unit_unit,STORAGE_Count_unit_unit,Salt Dome_Count_unit_unit,Senior_Count_unit_unit,Service_Count_unit_unit,Shelter_Count_unit_unit,Storage_Count_unit_unit,TRAINING_Count_unit_unit,Training_Count_unit_unit,Utility_Count_unit_unit,Vacant_Count_unit_unit,Activity_Percent_unit_unit,Cabin_Percent_unit_unit,Community_Percent_unit_unit,Concession_Percent_unit_unit,Dugout_Percent_unit_unit,Firehouse_Percent_unit_unit,Medic Station_Percent_unit_unit,OFFICE_Percent_unit_unit,Office_Percent_unit_unit,POLICE_Percent_unit_unit,Police_Percent_unit_unit,Pool_Percent_unit_unit,Pool Closed_Percent_unit_unit,Pool/Rec_Percent_unit_unit,Rec Center_Percent_unit_unit,Recycling_Percent_unit_unit,Restrooms_Percent_unit_unit,SERVICE_Percent_unit_unit,STORAGE_Percent_unit_unit,Salt Dome_Percent_unit_unit,Senior_Percent_unit_unit,Service_Percent_unit_unit,Shelter_Percent_unit_unit,Storage_Percent_unit_unit,TRAINING_Percent_unit_unit,Training_Percent_unit_unit,Utility_Percent_unit_unit,Vacant_Percent_unit_unit,Total_Length_With_Steps_unit_unit,Total_Steps_unit_unit,Length_per_Step_unit_unit,Zero_Steps_Total_Length_unit_unit,tree_count_unit_unit,Under_18_Count,Over_18_Count,Total_Count,Under_18_Percent_Local,Over_18_Percent_Local,Under_18_Percent_Global,Over_18_Percent_Global,Park_Count,Non_Park_Count,Park_Global_Percent,Other_Global_Percent,Total_Facilities,Activity_Count,Cabin_Count,Community_Count,Concession_Count,Dugout_Count,Firehouse_Count,Medic Station_Count,OFFICE_Count,Office_Count,POLICE_Count,Police_Count,Pool_Count,Pool Closed_Count,Pool/Rec_Count,Rec Center_Count,Recycling_Count,Restrooms_Count,SERVICE_Count,STORAGE_Count,Salt Dome_Count,Senior_Count,Service_Count,Shelter_Count,Storage_Count,TRAINING_Count,Training_Count,Utility_Count,Vacant_Count,Activity_Percent,Cabin_Percent,Community_Percent,Concession_Percent,Dugout_Percent,Firehouse_Percent,Medic Station_Percent,OFFICE_Percent,Office_Percent,POLICE_Percent,Police_Percent,Pool_Percent,Pool Closed_Percent,Pool/Rec_Percent,Rec Center_Percent,Recycling_Percent,Restrooms_Percent,SERVICE_Percent,STORAGE_Percent,Salt Dome_Percent,Senior_Percent,Service_Percent,Shelter_Percent,Storage_Percent,TRAINING_Percent,Training_Percent,Utility_Percent,Vacant_Percent,Total_Length_With_Steps,Total_Steps,Length_per_Step,Zero_Steps_Total_Length,tree_count
South Oakland,17.79659515920724,3114.404152861267,3132.2007480204743,0.05055850897501984,8.847739070628599,0.004887831683385389,0.051928372702980535,26.694892738810857,17.79659515920724,0.17447642312948275,0.31779634212870056,17.79659515920724,8.89829757960362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89829757960362,0.0,0.0,0.0,0.0,0.0,0.0,0.4943498655335339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329566577022356,0.0,0.0,0.0,0.0,0.0,0.0,13018.209358960095,3212.285426236907,36.061521769972565,0.0,2082.201633627247,158.35939963035926,27712.894935312874,27871.254334943234,0.4498846580407869,78.72981515713884,0.04349338083777809,0.46207411313568636,237.53909944553888,158.35939963035926,1.5525431336309734,2.8278464219707,158.35939963035926,79.17969981517963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17969981517963,0.0,0.0,0.0,0.0,0.0,0.0,4.398872211954419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93258147463628,0.0,0.0,0.0,0.0,0.0,0.0,115839.90082960781,28583.87163327985,320.8861518825701,0.0,18528.049756752032,2,350,352,0.0056818181818181,0.9943181818181818,0.0005492996429552,0.0058357649020425,3.0,2.0,0.0196078431372549,0.0357142857142857,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,361.0,4.052631578947368,0.0,234
South Oakland,65.86870503107185,11527.023380437575,11592.892085468648,0.18712700292917872,32.74722551260675,0.018090828077744578,0.1921971384816597,98.80305754660779,65.86870503107185,0.6457716179516849,1.1762268755548542,65.86870503107185,32.93435251553593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93435251553593,0.0,0.0,0.0,0.0,0.0,0.0,1.8296862508631053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2197908339087369,0.0,0.0,0.0,0.0,0.0,0.0,48182.95773022906,11889.301258108471,133.4707970366456,0.0,7706.638488635408,2169.3431512351754,379635.05146615574,381804.39461739094,6.162906679645297,1078.5086689379425,0.5958097092103952,6.329888311232256,3254.0147268527635,2169.3431512351754,21.26807011014878,38.73827055777098,2169.3431512351754,1084.6715756175877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.6715756175877,0.0,0.0,0.0,0.0,0.0,0.0,60.259531978754815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.17302131916988,0.0,0.0,0.0,0.0,0.0,0.0,1586874.515128531,391566.43879794923,4395.774280134435,0.0,253813.14869451558,2,350,352,0.0056818181818181,0.9943181818181818,0.0005492996429552,0.0058357649020425,3.0,2.0,0.0196078431372549,0.0357142857142857,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,361.0,4.052631578947368,0.0,234
South Side Flats,386.7712063113004,23916.52495754059,24303.29616385189,0.11191296478914906,6.920290786325402,0.10622664276608026,0.3987749055029692,21.096611253343657,21.096611253343657,0.13788634806106964,0.3767252009525648,35.16101875557276,0.0,0.0,0.0,0.0,0.0,7.032203751114552,0.0,0.0,0.0,0.0,0.0,7.032203751114552,0.0,7.032203751114552,0.0,0.0,7.032203751114552,0.0,0.0,0.0,7.032203751114552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25115013396837677,0.0,0.0,0.0,0.0,0.0,0.27046937504286694,0.0,1.1720339585190915,0.0,0.0,0.39067798617303023,0.0,0.0,0.0,0.4395127344446595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.7712063113004,393.8034100624149,6.906628684130364,0.0,11905.520950636936,2719.853927845427,168185.87652004175,170905.73044788715,0.7869947707886048,48.66489482640096,0.7470073957279351,2.804266386328331,148.35566879156872,148.35566879156872,0.9696448940625406,2.6492083712780095,247.2594479859479,0.0,0.0,0.0,0.0,0.0,49.45188959718958,0.0,0.0,0.0,0.0,0.0,49.45188959718958,0.0,49.45188959718958,0.0,0.0,49.45188959718958,0.0,0.0,0.0,49.45188959718958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7661389141853414,0.0,0.0,0.0,0.0,0.0,1.9019957537380574,0.0,8.241981599531593,0.0,0.0,2.747327199843862,0.0,0.0,0.0,3.0907430998243486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.853927845427,2769.3058174426164,48.56882014009691,0.0,83722.04908804194,55,3401,3456,0.0159143518518518,0.984085648148148,0.0151057401812688,0.0567069612338474,3.0,3.0,0.0196078431372549,0.0535714285714285,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.1666666666666666,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,0.9821428571428572,0.0,1693
South Side Flats,322.362813032278,19933.744129505045,20256.106942537324,0.09327627691906162,5.767865778213265,0.08853688905033678,0.33236755530646156,17.583426165396983,17.583426165396983,0.1149243540222025,0.3139897529535171,29.30571027566164,0.0,0.0,0.0,0.0,0.0,5.861142055132327,0.0,0.0,0.0,0.0,0.0,5.861142055132327,0.0,5.861142055132327,0.0,0.0,5.861142055132327,0.0,0.0,0.0,5.861142055132327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093265019690116,0.0,0.0,0.0,0.0,0.0,0.22542854058201223,0.0,0.9768570091887209,0.0,0.0,0.32561900306290675,0.0,0.0,0.0,0.36632137844577045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.362813032278,328.22395508741033,5.756478804147822,0.0,9922.91349933903,1889.414240474244,116834.50603368916,118723.92027416342,0.5467055093964809,33.80628068104431,0.5189272838435138,1.9480534561682217,103.0589585713224,103.0589585713224,0.673587964518447,1.840338545916469,171.76493095220403,0.0,0.0,0.0,0.0,0.0,34.3529861904408,0.0,0.0,0.0,0.0,0.0,34.3529861904408,0.0,34.3529861904408,0.0,0.0,34.3529861904408,0.0,0.0,0.0,34.3529861904408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226892363944314,0.0,0.0,0.0,0.0,0.0,1.3212686996323364,0.0,5.725497698406798,0.0,0.0,1.908499232802265,0.0,0.0,0.0,2.14706163690255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.414240474244,1923.767226664685,33.739540008468644,0.0,58159.60562041628,55,3401,3456,0.0159143518518518,0.984085648148148,0.0151057401812688,0.0567069612338474,3.0,3.0,0.0196078431372549,0.0535714285714285,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.1666666666666666,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,56.0,0.9821428571428572,0.0,1693
South Side Slopes,156.76388012578713,8193.525467907806,8350.289348033593,0.19620010028258686,10.254725241436553,0.04305517169068541,0.13661568099887922,62.70555205031484,10.450925341719142,0.409840209479182,0.18662366681641265,114.96017875891054,10.450925341719142,0.0,0.0,10.450925341719142,20.901850683438283,10.450925341719142,0.0,0.0,0.0,0.0,0.0,10.450925341719142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.450925341719142,10.450925341719142,0.0,0.0,31.35277602515742,0.0,0.5806069634288406,0.0,0.0,0.3265914169287232,0.49766311151043513,0.3732473336328263,0.0,0.0,0.0,0.0,0.0,0.4019586669891971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16856331196321175,0.4354552225716302,0.0,0.0,1.567638801257871,0.0,144097.35861162352,49882.26665602546,30.190102369919025,9813.418895874272,2435.06560462056,1638.3276074728103,85629.92295057887,87268.25055805169,2.050472600091124,107.17136789809621,0.44996638491425267,1.427760282627405,655.3310429891241,109.22184049818735,4.283209431301464,1.9503900088961965,1201.4402454800606,109.22184049818735,0.0,0.0,109.22184049818735,218.4436809963747,109.22184049818735,0.0,0.0,0.0,0.0,0.0,109.22184049818735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.22184049818735,109.22184049818735,0.0,0.0,327.66552149456203,0.0,6.067880027677068,0.0,0.0,3.4131825155683546,5.2010400237232055,3.9007800177924037,0.0,0.0,0.0,0.0,0.0,4.200840019161045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761642588680439,4.550910020757799,0.0,0.0,16.3832760747281,0.0,1505950.7367890072,521315.8446978482,315.51450592688184,102559.30822779791,25448.688836077654,15,784,799,0.0187734668335419,0.981226533166458,0.0041197473221642,0.0130721133805752,6.0,1.0,0.0392156862745098,0.0178571428571428,11,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0.0555555555555555,0.0,0.0,0.03125,0.0476190476190476,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.0416666666666666,0.0,0.0,0.15,0.0,13788.0,4773.0,2.8887492143306095,939.0,233
South Side Slopes,115.51526255362621,6037.597722802864,6153.11298535649,0.14457479668789244,7.556442706887188,0.03172624623829307,0.10066857395252764,46.20610502145049,7.701017503575081,0.30200068641470906,0.13751816970669745,84.71119253932589,7.701017503575081,0.0,0.0,7.701017503575081,15.402035007150163,7.701017503575081,0.0,0.0,0.0,0.0,0.0,7.701017503575081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.701017503575081,7.701017503575081,0.0,0.0,23.103052510725245,0.0,0.42783430575417075,0.0,0.0,0.2406567969867213,0.3667151192178609,0.27503633941339567,0.0,0.0,0.0,0.0,0.0,0.29619298090673346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12420995973508182,0.3208757293156279,0.0,0.0,1.155152625536262,0.0,106181.62933929323,36756.956544563865,22.246308262998788,7231.255435857001,1794.337078332994,889.5850588555467,46495.64574284991,47385.23080170545,1.1133730398692685,58.192297550500506,0.24432437760382802,0.7752504500683579,355.8340235422187,59.30567059036978,2.325712572171364,1.0590298319708855,652.3623764940676,59.30567059036978,0.0,0.0,59.30567059036978,118.61134118073956,59.30567059036978,0.0,0.0,0.0,0.0,0.0,59.30567059036978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.30567059036978,59.30567059036978,0.0,0.0,177.91701177110934,0.0,3.294759477242762,0.0,0.0,1.8533022059490556,2.8240795519223694,2.1180596639417772,0.0,0.0,0.0,0.0,0.0,2.280987330398834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565430740382213,2.4710696079320704,0.0,0.0,8.895850588555465,0.0,817706.5861000186,283065.96572783496,171.31920932328063,55688.024684357224,13818.22124755616,15,784,799,0.0187734668335419,0.981226533166458,0.0041197473221642,0.0130721133805752,6.0,1.0,0.0392156862745098,0.0178571428571428,11,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0.0555555555555555,0.0,0.0,0.03125,0.0476190476190476,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.0416666666666666,0.0,0.0,0.15,0.0,13788.0,4773.0,2.8887492143306095,939.0,233
Spring Hill-City View,203.61896708770652,3004.5109810274917,3208.129948115198,0.2871917730433095,4.237674162239057,0.05592391296009507,0.050096056373947116,13.574597805847102,0.0,0.08872286147612485,0.0,27.149195611694203,4.524865935282367,0.0,0.0,4.524865935282367,9.049731870564734,4.524865935282367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.524865935282367,0.0,0.25138144084902014,0.0,0.0,0.14140206047757398,0.2154698064420174,0.16160235483151303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22624329676411836,0.0,9778.235286145195,4574.639460570473,9.671844991241537,0.0,515.8347166221898,921.3485279525447,13595.009390233103,14516.357918185648,1.299504270737016,19.174907461541753,0.2530482087208303,0.2266779389784584,61.423235196836316,0.0,0.40145905357409356,0.0,122.84647039367263,20.47441173227877,0.0,0.0,20.47441173227877,40.94882346455754,20.47441173227877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47441173227877,0.0,1.1374673184599307,0.0,0.0,0.6398253666337116,0.9749719872513697,0.7312289904385272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237205866139385,0.0,44245.20375345442,20699.630261333834,43.76380193220022,0.0,2334.08293747978,45,664,709,0.0634696755994358,0.9365303244005642,0.0123592419664927,0.0110712796998749,3.0,0.0,0.0196078431372549,0.0,6,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0555555555555555,0.0,0.0,0.03125,0.0476190476190476,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2161.0,1011.0,2.1374876360039563,0.0,114
Squirrel Hill North,92.13766645816763,1387.1837561201903,1479.3214225783581,0.3188154548725521,4.799943792803427,0.025305593644099417,0.023129366504713,5.118759247675979,0.0,0.03345594279526783,0.0,35.83131473373186,5.118759247675979,0.0,0.0,0.0,0.0,0.0,0.0,5.118759247675979,0.0,0.0,5.118759247675979,0.0,0.0,0.0,0.0,0.0,5.118759247675979,0.0,0.0,0.0,0.0,5.118759247675979,10.237518495351958,0.0,0.0,0.0,0.0,0.0,0.2843755137597763,0.0,0.0,0.0,0.0,0.0,0.0,2.5593796238379896,0.0,0.0,0.6398449059594974,0.0,0.0,0.0,0.0,0.0,0.2843755137597763,0.0,0.0,0.0,0.0,0.1895836758398509,0.16512126605406366,0.0,0.0,0.0,0.0,0.0,3132.6806595776993,1535.6277743027938,10.442268865258997,0.0,10662.375512909064,471.6305322420304,7100.659679866125,7572.290212108156,1.6319395579309,24.56975667773746,0.12953324148366438,0.11839365868888671,26.201696235668358,0.0,0.17125291657299577,0.0,183.4118736496785,26.201696235668358,0.0,0.0,0.0,0.0,0.0,0.0,26.201696235668358,0.0,0.0,26.201696235668358,0.0,0.0,0.0,0.0,0.0,26.201696235668358,0.0,0.0,0.0,0.0,26.201696235668358,52.403392471336716,0.0,0.0,0.0,0.0,0.0,1.4556497908704629,0.0,0.0,0.0,0.0,0.0,0.0,13.100848117834179,0.0,0.0,3.2752120294585447,0.0,0.0,0.0,0.0,0.0,1.4556497908704629,0.0,0.0,0.0,0.0,0.9704331939136419,0.8452160076022042,0.0,0.0,0.0,0.0,0.0,16035.438096229034,7860.508870700507,53.451460320763445,0.0,54578.133258897185,18,271,289,0.0622837370242214,0.9377162629757786,0.004943696786597,0.0045185493955814,1.0,0.0,0.0065359477124183,0.0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.037037037037037,0.032258064516129,0.0,0.0,0.0,0.0,0.0,612.0,300.0,2.04,0.0,2083
Squirrel Hill North,156.42661147759767,2355.089539468276,2511.5161509458735,0.541268551825597,8.149098752485385,0.04296254091666983,0.039267853930274745,8.690367304310982,0.0,0.056799786302686145,0.0,60.832571130176866,8.690367304310982,0.0,0.0,0.0,0.0,0.0,0.0,8.690367304310982,0.0,0.0,8.690367304310982,0.0,0.0,0.0,0.0,0.0,8.690367304310982,0.0,0.0,0.0,0.0,8.690367304310982,17.380734608621964,0.0,0.0,0.0,0.0,0.0,0.4827981835728318,0.0,0.0,0.0,0.0,0.0,0.0,4.345183652155491,0.0,0.0,1.0862959130388727,0.0,0.0,0.0,0.0,0.0,0.4827981835728318,0.0,0.0,0.0,0.0,0.32186545571522124,0.2803344291713217,0.0,0.0,0.0,0.0,0.0,5318.50479023832,2607.1101912932945,17.728349300794402,0.0,18102.035094879775,1359.4047099090717,20466.593132519913,21825.997842428984,4.703822525636922,70.81866135820039,0.37336026089235025,0.3412520739061191,75.52248388383732,0.0,0.4936110057767144,0.0,528.6573871868611,75.52248388383732,0.0,0.0,0.0,0.0,0.0,0.0,75.52248388383732,0.0,0.0,75.52248388383732,0.0,0.0,0.0,0.0,0.0,75.52248388383732,0.0,0.0,0.0,0.0,75.52248388383732,151.04496776767465,0.0,0.0,0.0,0.0,0.0,4.195693549102068,0.0,0.0,0.0,0.0,0.0,0.0,37.76124194191866,0.0,0.0,9.440310485479666,0.0,0.0,0.0,0.0,0.0,4.195693549102068,0.0,0.0,0.0,0.0,2.7971290327347127,2.4362091575431366,0.0,0.0,0.0,0.0,0.0,46219.76013690843,22656.745165151195,154.0658671230281,0.0,157313.33393003314,18,271,289,0.0622837370242214,0.9377162629757786,0.004943696786597,0.0045185493955814,1.0,0.0,0.0065359477124183,0.0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.037037037037037,0.032258064516129,0.0,0.0,0.0,0.0,0.0,612.0,300.0,2.04,0.0,2083
Squirrel Hill North,206.93056474244716,3115.454613622399,3322.385178364846,0.7160227153717889,10.78011977031972,0.05683344266477436,0.05194588768023902,11.496142485691509,0.0,0.07513818618099025,0.0,80.47299739984055,11.496142485691509,0.0,0.0,0.0,0.0,0.0,0.0,11.496142485691509,0.0,0.0,11.496142485691509,0.0,0.0,0.0,0.0,0.0,11.496142485691509,0.0,0.0,0.0,0.0,11.496142485691509,22.992284971383018,0.0,0.0,0.0,0.0,0.0,0.6386745825384165,0.0,0.0,0.0,0.0,0.0,0.0,5.7480712428457545,0.0,0.0,1.4370178107114386,0.0,0.0,0.0,0.0,0.0,0.6386745825384165,0.0,0.0,0.0,0.0,0.425783055025611,0.3708433059900482,0.0,0.0,0.0,0.0,0.0,7035.639201243203,3448.8427457074527,23.45213067081068,0.0,23946.46479769541,2378.9032569237843,35815.71014590808,38194.61340283187,8.23149915890582,123.92979289241552,0.6533653548266249,0.5971773263177549,132.16129205132134,0.0,0.8637992944530806,0.0,925.1290443592493,132.16129205132134,0.0,0.0,0.0,0.0,0.0,0.0,132.16129205132134,0.0,0.0,132.16129205132134,0.0,0.0,0.0,0.0,0.0,132.16129205132134,0.0,0.0,0.0,0.0,132.16129205132134,264.3225841026427,0.0,0.0,0.0,0.0,0.0,7.342294002851178,0.0,0.0,0.0,0.0,0.0,0.0,66.08064602566067,0.0,0.0,16.520161506415167,0.0,0.0,0.0,0.0,0.0,7.342294002851178,0.0,0.0,0.0,0.0,4.894862668567452,4.263267485526489,0.0,0.0,0.0,0.0,0.0,80882.71073540866,39648.3876153964,269.60903578469555,0.0,275291.97134290234,18,271,289,0.0622837370242214,0.9377162629757786,0.004943696786597,0.0045185493955814,1.0,0.0,0.0065359477124183,0.0,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.037037037037037,0.032258064516129,0.0,0.0,0.0,0.0,0.0,612.0,300.0,2.04,0.0,2083
